Aa,Ad,Ba,Bd,l,s1,s2,p
0,0,0,2,12,6,5,0.0
0,0,0,2,12,6,6,0.0
0,0,0,2,12,6,7,0.0
0,0,0,2,12,6,8,0.0
0,0,0,2,12,6,9,0.0
0,0,0,2,12,7,0,0.0
0,0,0,2,12,7,1,0.0
0,0,0,2,12,7,2,0.0
0,0,0,2,12,7,3,0.0
0,0,0,2,12,7,4,0.0
0,0,0,2,12,7,5,0.0
0,0,0,2,12,7,6,0.0
0,0,0,2,12,7,7,0.0
0,0,0,2,12,7,8,0.0
0,0,0,2,12,7,9,0.0
0,0,0,2,12,8,0,0.0
0,0,0,2,12,8,1,0.0
0,0,0,2,12,8,2,0.0
0,0,0,2,12,8,3,0.0
0,0,0,2,12,8,4,0.0
0,0,0,2,12,8,5,0.0
0,0,0,2,12,8,6,0.0
0,0,0,2,12,8,7,0.0
0,0,0,2,12,8,8,0.0
0,0,0,2,12,8,9,0.0
0,0,0,2,12,9,0,0.0
0,0,0,2,12,9,1,0.0
0,0,0,2,12,9,2,0.0
0,0,0,2,12,9,3,0.0
0,0,0,2,12,9,4,0.0
0,0,0,2,12,9,5,0.0
0,0,0,2,12,9,6,0.0
0,0,0,2,12,9,7,0.0
0,0,0,2,12,9,8,0.0
0,0,0,2,12,9,9,0.0
0,0,0,3,3,0,0,0.0
0,0,0,3,3,0,1,0.0
0,0,0,3,3,0,2,0.3333333333333333
0,0,0,3,3,0,3,0.0
0,0,0,3,3,0,4,0.0
0,0,0,3,3,0,5,0.0
0,0,0,3,3,0,6,0.0
0,0,0,3,3,0,7,0.0
0,0,0,3,3,0,8,0.0
0,0,0,3,3,0,9,0.0
0,0,0,3,3,1,0,0.6666666666666666
0,0,0,3,3,1,1,0.0
0,0,0,3,3,1,2,0.0
0,0,0,3,3,1,3,0.0
0,0,0,3,3,1,4,0.0
0,0,0,3,3,1,5,0.0
0,0,0,3,3,1,6,0.0
0,0,0,3,3,1,7,0.0
0,0,0,3,3,1,8,0.0
0,0,0,3,3,1,9,0.0
0,0,0,3,3,2,0,0.0
0,0,0,3,3,2,1,0.0
0,0,0,3,3,2,2,0.0
0,0,0,3,3,2,3,0.0
0,0,0,3,3,2,4,0.0
0,0,0,3,3,2,5,0.0
0,0,0,3,3,2,6,0.0
0,0,0,3,3,2,7,0.0
0,0,0,3,3,2,8,0.0
0,0,0,3,3,2,9,0.0
0,0,0,3,3,3,0,0.0
0,0,0,3,3,3,1,0.0
0,0,0,3,3,3,2,0.0
0,0,0,3,3,3,3,0.0
0,0,0,3,3,3,4,0.0
0,0,0,3,3,3,5,0.0
0,0,0,3,3,3,6,0.0
0,0,0,3,3,3,7,0.0
0,0,0,3,3,3,8,0.0
0,0,0,3,3,3,9,0.0
0,0,0,3,3,4,0,0.0
0,0,0,3,3,4,1,0.0
0,0,0,3,3,4,2,0.0
0,0,0,3,3,4,3,0.0
0,0,0,3,3,4,4,0.0
0,0,0,3,3,4,5,0.0
0,0,0,3,3,4,6,0.0
0,0,0,3,3,4,7,0.0
0,0,0,3,3,4,8,0.0
0,0,0,3,3,4,9,0.0
0,0,0,3,3,5,0,0.0
0,0,0,3,3,5,1,0.0
0,0,0,3,3,5,2,0.0
0,0,0,3,3,5,3,0.0
0,0,0,3,3,5,4,0.0
0,0,0,3,3,5,5,0.0
0,0,0,3,3,5,6,0.0
0,0,0,3,3,5,7,0.0
0,0,0,3,3,5,8,0.0
0,0,0,3,3,5,9,0.0
0,0,0,3,3,6,0,0.0
0,0,0,3,3,6,1,0.0
0,0,0,3,3,6,2,0.0
0,0,0,3,3,6,3,0.0
0,0,0,3,3,6,4,0.0
0,0,0,3,3,6,5,0.0
0,0,0,3,3,6,6,0.0
0,0,0,3,3,6,7,0.0
0,0,0,3,3,6,8,0.0
0,0,0,3,3,6,9,0.0
0,0,0,3,3,7,0,0.0
0,0,0,3,3,7,1,0.0
0,0,0,3,3,7,2,0.0
0,0,0,3,3,7,3,0.0
0,0,0,3,3,7,4,0.0
0,0,0,3,3,7,5,0.0
0,0,0,3,3,7,6,0.0
0,0,0,3,3,7,7,0.0
0,0,0,3,3,7,8,0.0
0,0,0,3,3,7,9,0.0
0,0,0,3,3,8,0,0.0
0,0,0,3,3,8,1,0.0
0,0,0,3,3,8,2,0.0
0,0,0,3,3,8,3,0.0
0,0,0,3,3,8,4,0.0
0,0,0,3,3,8,5,0.0
0,0,0,3,3,8,6,0.0
0,0,0,3,3,8,7,0.0
0,0,0,3,3,8,8,0.0
0,0,0,3,3,8,9,0.0
0,0,0,3,3,9,0,0.0
0,0,0,3,3,9,1,0.0
0,0,0,3,3,9,2,0.0
0,0,0,3,3,9,3,0.0
0,0,0,3,3,9,4,0.0
0,0,0,3,3,9,5,0.0
0,0,0,3,3,9,6,0.0
0,0,0,3,3,9,7,0.0
0,0,0,3,3,9,8,0.0
0,0,0,3,3,9,9,0.0
0,0,1,0,26,0,0,0.07692307692307693
0,0,1,0,26,0,1,0.11538461538461539
0,0,1,0,26,0,2,0.0
0,0,1,0,26,0,3,0.0
0,0,1,0,26,0,4,0.038461538461538464
0,0,1,0,26,0,5,0.0
0,0,1,0,26,0,6,0.0
0,0,1,0,26,0,7,0.0
0,0,1,0,26,0,8,0.0
0,0,1,0,26,0,9,0.0
0,0,1,0,26,1,0,0.11538461538461539
0,0,1,0,26,1,1,0.15384615384615385
0,0,1,0,26,1,2,0.07692307692307693
0,0,1,0,26,1,3,0.07692307692307693
0,0,1,0,26,1,4,0.0
0,0,1,0,26,1,5,0.0
0,0,1,0,26,1,6,0.0
0,0,1,0,26,1,7,0.0
0,0,1,0,26,1,8,0.0
0,0,1,0,26,1,9,0.0
0,0,1,0,26,2,0,0.038461538461538464
0,0,1,0,26,2,1,0.07692307692307693
0,0,1,0,26,2,2,0.038461538461538464
0,0,1,0,26,2,3,0.0
0,0,1,0,26,2,4,0.0
0,0,1,0,26,2,5,0.0
0,0,1,0,26,2,6,0.0
0,0,1,0,26,2,7,0.0
0,0,1,0,26,2,8,0.0
0,0,1,0,26,2,9,0.0
0,0,1,0,26,3,0,0.07692307692307693
0,0,1,0,26,3,1,0.038461538461538464
0,0,1,0,26,3,2,0.038461538461538464
0,0,1,0,26,3,3,0.038461538461538464
0,0,1,0,26,3,4,0.0
0,0,1,0,26,3,5,0.0
0,0,1,0,26,3,6,0.0
0,0,1,0,26,3,7,0.0
0,0,1,0,26,3,8,0.0
0,0,1,0,26,3,9,0.0
0,0,1,0,26,4,0,0.0
0,0,1,0,26,4,1,0.0
0,0,1,0,26,4,2,0.0
0,0,1,0,26,4,3,0.0
0,0,1,0,26,4,4,0.0
0,0,1,0,26,4,5,0.0
0,0,1,0,26,4,6,0.0
0,0,1,0,26,4,7,0.0
0,0,1,0,26,4,8,0.0
0,0,1,0,26,4,9,0.0
0,0,1,0,26,5,0,0.0
0,0,1,0,26,5,1,0.0
0,0,1,0,26,5,2,0.0
0,0,1,0,26,5,3,0.0
0,0,1,0,26,5,4,0.0
0,0,1,0,26,5,5,0.0
0,0,1,0,26,5,6,0.0
0,0,1,0,26,5,7,0.0
0,0,1,0,26,5,8,0.0
0,0,1,0,26,5,9,0.0
0,0,1,0,26,6,0,0.0
0,0,1,0,26,6,1,0.0
0,0,1,0,26,6,2,0.0
0,0,1,0,26,6,3,0.0
0,0,1,0,26,6,4,0.0
0,0,1,0,26,6,5,0.0
0,0,1,0,26,6,6,0.0
0,0,1,0,26,6,7,0.0
0,0,1,0,26,6,8,0.0
0,0,1,0,26,6,9,0.0
0,0,1,0,26,7,0,0.0
0,0,1,0,26,7,1,0.0
0,0,1,0,26,7,2,0.0
0,0,1,0,26,7,3,0.0
0,0,1,0,26,7,4,0.0
0,0,1,0,26,7,5,0.0
0,0,1,0,26,7,6,0.0
0,0,1,0,26,7,7,0.0
0,0,1,0,26,7,8,0.0
0,0,1,0,26,7,9,0.0
0,0,1,0,26,8,0,0.0
0,0,1,0,26,8,1,0.0
0,0,1,0,26,8,2,0.0
0,0,1,0,26,8,3,0.0
0,0,1,0,26,8,4,0.0
0,0,1,0,26,8,5,0.0
0,0,1,0,26,8,6,0.0
0,0,1,0,26,8,7,0.0
0,0,1,0,26,8,8,0.0
0,0,1,0,26,8,9,0.0
0,0,1,0,26,9,0,0.0
0,0,1,0,26,9,1,0.0
0,0,1,0,26,9,2,0.0
0,0,1,0,26,9,3,0.0
0,0,1,0,26,9,4,0.0
0,0,1,0,26,9,5,0.0
0,0,1,0,26,9,6,0.0
0,0,1,0,26,9,7,0.0
0,0,1,0,26,9,8,0.0
0,0,1,0,26,9,9,0.0
0,0,1,1,45,0,0,0.08888888888888889
0,0,1,1,45,0,1,0.08888888888888889
0,0,1,1,45,0,2,0.13333333333333333
0,0,1,1,45,0,3,0.022222222222222223
0,0,1,1,45,0,4,0.0
0,0,1,1,45,0,5,0.0
0,0,1,1,45,0,6,0.0
0,0,1,1,45,0,7,0.0
0,0,1,1,45,0,8,0.0
0,0,1,1,45,0,9,0.0
0,0,1,1,45,1,0,0.08888888888888889
0,0,1,1,45,1,1,0.08888888888888889
0,0,1,1,45,1,2,0.044444444444444446
0,0,1,1,45,1,3,0.022222222222222223
0,0,1,1,45,1,4,0.0
0,0,1,1,45,1,5,0.0
0,0,1,1,45,1,6,0.0
0,0,1,1,45,1,7,0.0
0,0,1,1,45,1,8,0.0
0,0,1,1,45,1,9,0.0
0,0,1,1,45,2,0,0.06666666666666667
0,0,1,1,45,2,1,0.06666666666666667
0,0,1,1,45,2,2,0.1111111111111111
0,0,1,1,45,2,3,0.044444444444444446
0,0,1,1,45,2,4,0.0
0,0,1,1,45,2,5,0.0
0,0,1,1,45,2,6,0.0
0,0,1,1,45,2,7,0.0
0,0,1,1,45,2,8,0.0
0,0,1,1,45,2,9,0.0
0,0,1,1,45,3,0,0.022222222222222223
0,0,1,1,45,3,1,0.0
0,0,1,1,45,3,2,0.044444444444444446
0,0,1,1,45,3,3,0.0
0,0,1,1,45,3,4,0.0
0,0,1,1,45,3,5,0.0
0,0,1,1,45,3,6,0.0
0,0,1,1,45,3,7,0.0
0,0,1,1,45,3,8,0.0
0,0,1,1,45,3,9,0.0
0,0,1,1,45,4,0,0.0
0,0,1,1,45,4,1,0.022222222222222223
0,0,1,1,45,4,2,0.044444444444444446
0,0,1,1,45,4,3,0.0
0,0,1,1,45,4,4,0.0
0,0,1,1,45,4,5,0.0
0,0,1,1,45,4,6,0.0
0,0,1,1,45,4,7,0.0
0,0,1,1,45,4,8,0.0
0,0,1,1,45,4,9,0.0
0,0,1,1,45,5,0,0.0
0,0,1,1,45,5,1,0.0
0,0,1,1,45,5,2,0.0
0,0,1,1,45,5,3,0.0
0,0,1,1,45,5,4,0.0
0,0,1,1,45,5,5,0.0
0,0,1,1,45,5,6,0.0
0,0,1,1,45,5,7,0.0
0,0,1,1,45,5,8,0.0
0,0,1,1,45,5,9,0.0
0,0,1,1,45,6,0,0.0
0,0,1,1,45,6,1,0.0
0,0,1,1,45,6,2,0.0
0,0,1,1,45,6,3,0.0
0,0,1,1,45,6,4,0.0
0,0,1,1,45,6,5,0.0
0,0,1,1,45,6,6,0.0
0,0,1,1,45,6,7,0.0
0,0,1,1,45,6,8,0.0
0,0,1,1,45,6,9,0.0
0,0,1,1,45,7,0,0.0
0,0,1,1,45,7,1,0.0
0,0,1,1,45,7,2,0.0
0,0,1,1,45,7,3,0.0
0,0,1,1,45,7,4,0.0
0,0,1,1,45,7,5,0.0
0,0,1,1,45,7,6,0.0
0,0,1,1,45,7,7,0.0
0,0,1,1,45,7,8,0.0
0,0,1,1,45,7,9,0.0
0,0,1,1,45,8,0,0.0
0,0,1,1,45,8,1,0.0
0,0,1,1,45,8,2,0.0
0,0,1,1,45,8,3,0.0
0,0,1,1,45,8,4,0.0
0,0,1,1,45,8,5,0.0
0,0,1,1,45,8,6,0.0
0,0,1,1,45,8,7,0.0
0,0,1,1,45,8,8,0.0
0,0,1,1,45,8,9,0.0
0,0,1,1,45,9,0,0.0
0,0,1,1,45,9,1,0.0
0,0,1,1,45,9,2,0.0
0,0,1,1,45,9,3,0.0
0,0,1,1,45,9,4,0.0
0,0,1,1,45,9,5,0.0
0,0,1,1,45,9,6,0.0
0,0,1,1,45,9,7,0.0
0,0,1,1,45,9,8,0.0
0,0,1,1,45,9,9,0.0
0,0,1,2,8,0,0,0.125
0,0,1,2,8,0,1,0.125
0,0,1,2,8,0,2,0.25
0,0,1,2,8,0,3,0.0
0,0,1,2,8,0,4,0.0
0,0,1,2,8,0,5,0.0
0,0,1,2,8,0,6,0.0
0,0,1,2,8,0,7,0.0
0,0,1,2,8,0,8,0.0
0,0,1,2,8,0,9,0.0
0,0,1,2,8,1,0,0.0
0,0,1,2,8,1,1,0.0
0,0,1,2,8,1,2,0.125
0,0,1,2,8,1,3,0.0
0,0,1,2,8,1,4,0.0
0,0,1,2,8,1,5,0.0
0,0,1,2,8,1,6,0.0
0,0,1,2,8,1,7,0.0
0,0,1,2,8,1,8,0.0
0,0,1,2,8,1,9,0.0
0,0,1,2,8,2,0,0.125
0,0,1,2,8,2,1,0.0
0,0,1,2,8,2,2,0.0
0,0,1,2,8,2,3,0.125
0,0,1,2,8,2,4,0.0
0,0,1,2,8,2,5,0.0
0,0,1,2,8,2,6,0.0
0,0,1,2,8,2,7,0.0
0,0,1,2,8,2,8,0.0
0,0,1,2,8,2,9,0.0
0,0,1,2,8,3,0,0.125
0,0,1,2,8,3,1,0.0
0,0,1,2,8,3,2,0.0
0,0,1,2,8,3,3,0.0
0,0,1,2,8,3,4,0.0
0,0,1,2,8,3,5,0.0
0,0,1,2,8,3,6,0.0
0,0,1,2,8,3,7,0.0
0,0,1,2,8,3,8,0.0
0,0,1,2,8,3,9,0.0
0,0,1,2,8,4,0,0.0
0,0,1,2,8,4,1,0.0
0,0,1,2,8,4,2,0.0
0,0,1,2,8,4,3,0.0
0,0,1,2,8,4,4,0.0
0,0,1,2,8,4,5,0.0
0,0,1,2,8,4,6,0.0
0,0,1,2,8,4,7,0.0
0,0,1,2,8,4,8,0.0
0,0,1,2,8,4,9,0.0
0,0,1,2,8,5,0,0.0
0,0,1,2,8,5,1,0.0
0,0,1,2,8,5,2,0.0
0,0,1,2,8,5,3,0.0
0,0,1,2,8,5,4,0.0
0,0,1,2,8,5,5,0.0
0,0,1,2,8,5,6,0.0
0,0,1,2,8,5,7,0.0
0,0,1,2,8,5,8,0.0
0,0,1,2,8,5,9,0.0
0,0,1,2,8,6,0,0.0
0,0,1,2,8,6,1,0.0
0,0,1,2,8,6,2,0.0
0,0,1,2,8,6,3,0.0
0,0,1,2,8,6,4,0.0
0,0,1,2,8,6,5,0.0
0,0,1,2,8,6,6,0.0
0,0,1,2,8,6,7,0.0
0,0,1,2,8,6,8,0.0
0,0,1,2,8,6,9,0.0
0,0,1,2,8,7,0,0.0
0,0,1,2,8,7,1,0.0
0,0,1,2,8,7,2,0.0
0,0,1,2,8,7,3,0.0
0,0,1,2,8,7,4,0.0
0,0,1,2,8,7,5,0.0
0,0,1,2,8,7,6,0.0
0,0,1,2,8,7,7,0.0
0,0,1,2,8,7,8,0.0
0,0,1,2,8,7,9,0.0
0,0,1,2,8,8,0,0.0
0,0,1,2,8,8,1,0.0
0,0,1,2,8,8,2,0.0
0,0,1,2,8,8,3,0.0
0,0,1,2,8,8,4,0.0
0,0,1,2,8,8,5,0.0
0,0,1,2,8,8,6,0.0
0,0,1,2,8,8,7,0.0
0,0,1,2,8,8,8,0.0
0,0,1,2,8,8,9,0.0
0,0,1,2,8,9,0,0.0
0,0,1,2,8,9,1,0.0
0,0,1,2,8,9,2,0.0
0,0,1,2,8,9,3,0.0
0,0,1,2,8,9,4,0.0
0,0,1,2,8,9,5,0.0
0,0,1,2,8,9,6,0.0
0,0,1,2,8,9,7,0.0
0,0,1,2,8,9,8,0.0
0,0,1,2,8,9,9,0.0
0,0,1,3,3,0,0,0.0
0,0,1,3,3,0,1,0.0
0,0,1,3,3,0,2,0.3333333333333333
0,0,1,3,3,0,3,0.0
0,0,1,3,3,0,4,0.0
0,0,1,3,3,0,5,0.0
0,0,1,3,3,0,6,0.0
0,0,1,3,3,0,7,0.0
0,0,1,3,3,0,8,0.0
0,0,1,3,3,0,9,0.0
0,0,1,3,3,1,0,0.6666666666666666
0,0,1,3,3,1,1,0.0
0,0,1,3,3,1,2,0.0
0,0,1,3,3,1,3,0.0
0,0,1,3,3,1,4,0.0
0,0,1,3,3,1,5,0.0
0,0,1,3,3,1,6,0.0
0,0,1,3,3,1,7,0.0
0,0,1,3,3,1,8,0.0
0,0,1,3,3,1,9,0.0
0,0,1,3,3,2,0,0.0
0,0,1,3,3,2,1,0.0
0,0,1,3,3,2,2,0.0
0,0,1,3,3,2,3,0.0
0,0,1,3,3,2,4,0.0
0,0,1,3,3,2,5,0.0
0,0,1,3,3,2,6,0.0
0,0,1,3,3,2,7,0.0
0,0,1,3,3,2,8,0.0
0,0,1,3,3,2,9,0.0
0,0,1,3,3,3,0,0.0
0,0,1,3,3,3,1,0.0
0,0,1,3,3,3,2,0.0
0,0,1,3,3,3,3,0.0
0,0,1,3,3,3,4,0.0
0,0,1,3,3,3,5,0.0
0,0,1,3,3,3,6,0.0
0,0,1,3,3,3,7,0.0
0,0,1,3,3,3,8,0.0
0,0,1,3,3,3,9,0.0
0,0,1,3,3,4,0,0.0
0,0,1,3,3,4,1,0.0
0,0,1,3,3,4,2,0.0
0,0,1,3,3,4,3,0.0
0,0,1,3,3,4,4,0.0
0,0,1,3,3,4,5,0.0
0,0,1,3,3,4,6,0.0
0,0,1,3,3,4,7,0.0
0,0,1,3,3,4,8,0.0
0,0,1,3,3,4,9,0.0
0,0,1,3,3,5,0,0.0
0,0,1,3,3,5,1,0.0
0,0,1,3,3,5,2,0.0
0,0,1,3,3,5,3,0.0
0,0,1,3,3,5,4,0.0
0,0,1,3,3,5,5,0.0
0,0,1,3,3,5,6,0.0
